t,x,tf,ts
0.2040625,0.695,1.0000408,1.00018
0.43050313,0.302,1.4721563,1.1788701
0.5395625,0.494,1.2203176,1.1006625
0.9243781,0.875,1.2208397,1.1357982
0.9545781,0.068,3.7945483,3.271528
0.32743126,0.762,1.000154,1.0001212
0.930475,0.634,1.7636592,1.5118008
0.24840313,0.637,1.0000892,1.0001515
0.5073875,0.185,2.6463482,1.861729
0.06625938,0.697,1.0001031,1.0001291
0.6446594,0.757,1.0491252,1.023035
0.6012344,0.814,1.0109706,1.0047941
0.7398813,0.102,3.54884,2.8570242
0.7332531,0.902,1.033496,1.0166394
0.3636125,0.016,3.8107407,1.7180175
0.6149875,0.0,3.999997,2.7347362
0.20615937,0.824,0.99997276,1.0002099
0.9341875,0.51,2.1958058,1.8588787
0.74214375,0.791,1.1084455,1.0553577
0.4802,0.002,3.9834292,2.2984498
0.41077188,0.383,1.1089201,1.0374656
0.1607375,0.337,1.0000064,1.000025
0.05278125,0.446,1.0001073,1.0000525
0.3701125,0.31,1.1310527,1.0383816
0.39461562,0.239,1.623194,1.2076023
0.8450438,0.746,1.3130951,1.1836158
0.23666875,0.02,1.047305,0.9963147
0.8505156,0.42,2.3595212,1.9702016
0.3032125,0.314,1.001262,1.0002637
0.27126876,0.639,1.0001286,1.0001351
0.0762,0.105,1.0001985,1.0000334
0.51388437,0.871,1.0003606,1.0000997
0.91885,0.853,1.2442002,1.1486719
0.3469,0.86,1.0000819,1.0001341
0.28806874,0.408,1.0001972,0.99995726
0.07626875,0.342,1.0000626,1.0000064
0.8510156,0.538,1.9025418,1.6020025
0.16639376,0.73,1.0000433,1.0001811
0.8612094,0.916,1.1105369,1.0657806
0.28876874,0.368,1.0001627,0.999929
0.5479438,0.988,0.999944,0.9997992
0.3575125,0.067,3.160483,1.5704207
0.8532562,0.844,1.173645,1.0989367
0.7468344,0.2,3.1171043,2.5473619
0.17954688,0.935,0.9999375,1.0002197
0.9261406,0.113,3.6424878,3.148368
0.6199312,0.909,1.0039703,1.0014313
0.71125937,0.767,1.0993704,1.0496576
0.944625,0.529,2.148972,1.8223556
0.31053126,0.972,0.9999799,1.0002017
0.144375,0.726,1.0000621,1.0001721
0.70580935,0.903,1.0223504,1.0106229
0.47114062,0.73,1.0009319,1.0004892
0.004403125,0.239,1.0000468,0.9997981
0.112765625,0.4,1.0000845,1.0000561
0.35086563,0.058,3.2497766,1.554207
0.66066873,0.047,3.7540166,2.8055894
0.75623435,0.703,1.2440751,1.1338214
0.9413844,0.533,2.1274507,1.8036557
0.455275,0.749,1.0003489,1.000186
0.25290626,0.556,1.0001199,1.0001127
0.5889906,0.753,1.0200231,1.0091342
0.34700626,0.184,1.6403081,1.1575385
0.42276874,0.907,0.99998367,1.0000274
0.10763125,0.63,1.0001261,1.0001385
0.7451406,0.379,2.277328,1.8565513
0.85845315,0.393,2.4888012,2.0837374
0.91321564,0.709,1.5185051,1.3294116
0.22254375,0.856,0.9999563,1.0002173
0.703725,0.134,3.363959,2.6795053
0.8271375,0.307,2.787151,2.3293397
0.9538562,0.071,3.785341,3.2660143
0.7355656,0.842,1.0635855,1.0313308
0.49436876,0.403,1.3353853,1.1461695
0.14448437,0.942,0.9999585,1.0002023
0.09810625,0.949,0.9999895,1.0001682
0.8647719,0.055,3.8054655,3.1723027
0.8060531,0.61,1.5612171,1.3440975
0.8996625,0.253,3.127422,2.6824186
0.76486564,0.995,1.024618,1.0154775
0.4667625,0.284,1.7743948,1.3378713
0.45125937,0.443,1.1066281,1.0406119
0.42715,0.53,1.010743,1.0038279
0.42261875,0.202,2.111627,1.4329952
0.70768124,0.379,2.1744077,1.7578266
0.35546562,0.089,2.859429,1.4885843
0.13900937,0.697,1.0000808,1.0001642
0.6289375,0.215,2.8061516,2.1650033
0.36326876,0.228,1.4522173,1.1256641
0.2844875,0.723,1.0001042,1.0001577
0.10273125,0.835,1.0000321,1.0001644
0.41097188,0.763,1.0001125,1.0000141
0.2893875,0.171,1.0780287,1.0099716
0.00888125,0.777,1.0000235,1.0000814
0.38272187,0.321,1.1539207,1.047785
0.188175,0.021,0.99951994,1.0001847
0.48261562,0.784,1.0005615,1.0002906
0.77599686,0.701,1.2812724,1.1577948
0.7157031,0.907,1.0247551,1.0120201
0.86472815,0.724,1.3922639,1.237184
0.57890624,0.871,1.002707,1.00096
0.29613438,0.837,1.0000365,1.0001845
0.35334063,0.818,1.000128,1.0001085
0.64280313,0.016,3.9118512,2.7998197
0.6438094,0.046,3.7505367,2.7662718
0.46791562,0.283,1.7867243,1.3447706
0.49409375,0.538,1.0639778,1.0261382
0.3904,0.114,2.768759,1.6020377
0.7416375,0.0,4.000214,3.0162818
0.68665,0.592,1.3388277,1.1837511
0.396675,0.152,2.4055107,1.4925494
0.5045406,0.846,1.0004258,1.0001632
0.035421874,0.1,1.0001161,0.9999569
0.26951563,0.834,1.0000011,1.0002018
0.34505314,0.066,3.1110156,1.4946873
0.13040625,0.573,1.0001225,1.0001297
0.655525,0.625,1.2067082,1.1054232
0.6686594,0.058,3.7024539,2.8043082
0.34205312,0.924,1.000024,1.0001588
0.051484376,0.278,1.0000348,0.99993044
0.95664376,0.104,3.6876104,3.2088952
0.8796656,0.524,2.0210369,1.7017206
0.39695,0.877,1.0000534,1.0000627
0.00676875,0.227,1.0000441,0.9997974
0.1630125,0.788,1.0000138,1.0001912
0.93752813,0.957,1.1513551,1.1022722
0.79730314,0.654,1.4241917,1.250687
0.24260312,0.613,1.0000892,1.000145
0.3431125,0.56,1.0001963,0.9999512
0.8345125,0.912,1.091155,1.0524122
0.8949031,0.84,1.2311411,1.1375319
0.010534375,0.512,1.0000756,1.0000374
0.049296875,0.502,1.0001185,1.0000757
0.67265,0.326,2.330068,1.8530251
0.3924125,0.264,1.448015,1.1459637
0.7632094,0.065,3.723745,2.9887707
0.88324064,0.052,3.8218014,3.2025745
0.5368875,0.185,2.7420704,1.9757726
0.23282188,0.621,1.0000774,1.0001522
0.85943437,0.529,1.9551082,1.6446991
0.29153126,0.421,1.0002037,0.9999594
0.06854688,0.739,1.0000863,1.0001342
0.54375,0.325,1.8928852,1.4635962
0.32316563,0.635,1.0002339,1.0000514
0.57313436,0.427,1.5286194,1.2698154
0.5423844,0.718,1.0119445,1.0054159
0.5364531,0.768,1.0044703,1.0020635
0.00965625,0.3,1.0000507,0.9998641
0.09345625,0.336,1.0000554,1.0000135
0.94569063,0.844,1.2952908,1.1840328
0.17379375,0.736,1.0000345,1.0001847
0.85529375,0.814,1.2156594,1.12392
0.278125,0.534,1.0001863,1.0000703
0.7448281,0.582,1.5002797,1.293076
0.028025,0.973,1.0000012,1.0000951
0.1099875,0.236,1.0000249,0.9999709
0.09501562,0.727,1.0000914,1.0001491
0.808975,0.085,3.6693537,3.0296643
0.457625,0.399,1.218383,1.0860922
0.754775,0.399,2.2132747,1.810984
0.30147812,0.856,1.0000299,1.000185
0.197825,0.599,1.0000712,1.0001487
0.83900315,0.207,3.222712,2.7243319
0.23624063,0.97,0.99992955,1.0002346
0.13594376,0.055,1.0002846,1.0002178
0.7858875,0.268,2.8781207,2.38109
0.14899375,0.248,0.9999968,0.999983
0.9544656,0.352,2.8379242,2.4383698
0.90529686,0.788,1.3320628,1.2020203
0.9013906,0.599,1.8108643,1.5425414
0.2374125,0.073,1.0018495,0.9992884
0.5740719,0.487,1.330755,1.1621778
0.86057186,0.167,3.4027092,2.897672
0.00859375,0.217,1.0000421,0.9997977
0.7161094,0.712,1.167974,1.0874776
0.23168124,0.191,1.0000257,0.99986213
0.84758437,0.779,1.2585521,1.1494819
0.37046564,0.814,1.0001334,1.0000795
0.7463625,0.551,1.5988842,1.3589387
0.19887188,0.147,1.0000495,0.9999221
0.044784375,0.803,1.0000486,1.0001179
0.28475624,0.093,1.630563,1.0555747
0.8934094,0.728,1.4357351,1.2696503
0.064946875,0.596,1.0001308,1.0001135
0.7552781,0.442,2.0295134,1.6699662
0.32959688,0.752,1.0001656,1.0001131
0.0480375,0.625,1.0001119,1.000108
0.831925,0.048,3.8195553,3.1330345
0.64246875,0.983,1.0024374,1.00103
0.37784064,0.072,3.1843085,1.6773351
0.7803375,0.149,3.387372,2.800599
0.5822375,0.428,1.556015,1.288436
0.5327,0.951,0.99999297,0.99986714
0.29766876,0.021,3.6166127,1.2616035
0.8009844,0.301,2.7612197,2.2904022
0.101003125,0.972,0.99998355,1.000172
0.48025313,0.66,1.0053037,1.0023067
0.662775,0.305,2.4089987,1.9046258
0.3236875,0.287,1.024817,1.0055276
0.10075,0.167,1.0000948,0.99997187
0.5851875,0.403,1.6699301,1.3560032
0.8215188,0.653,1.4769053,1.2888403
0.85159063,0.801,1.229656,1.1320603
0.075503126,0.005,1.0004516,1.0003144
0.62377185,0.371,1.9524099,1.5535837
0.52773124,0.053,3.627528,2.409127
0.19510938,0.614,1.0000701,1.0001541
0.90419376,0.934,1.1358088,1.0863417
0.73419374,0.809,1.0854325,1.0427182
0.55994064,0.875,1.0015017,1.0004802
0.5809594,0.866,1.003099,1.0011364
0.8850156,0.093,3.6843777,3.1334922
0.6085125,0.525,1.320364,1.1624414
0.27039376,0.583,1.0001514,1.0001087
0.36430937,0.489,1.000944,1.0002841
0.5410219,0.219,2.529111,1.849825
0.7951844,0.741,1.2416878,1.1350673
0.53388125,0.419,1.4211471,1.1996021
0.27656874,0.205,1.0045438,1.0005416
0.8069062,0.885,1.0884411,1.048031
0.14905626,0.513,1.0001019,1.0001115
0.23585312,0.745,1.0000231,1.0001917
0.2719094,0.72,1.0000824,1.0001673
0.37137812,0.208,1.6712706,1.1974179
0.28684375,0.665,1.0001488,1.0001299
0.24672812,0.701,1.0000567,1.0001755
0.5762875,0.078,3.5140026,2.5063295
0.82032186,0.472,2.076329,1.7286248
0.69794065,0.758,1.0940619,1.0465612
0.5622875,0.374,1.7168442,1.3726965
0.11863437,0.589,1.000129,1.0001318
0.90433437,0.281,3.0272648,2.5920591
0.53861874,0.015,3.8954785,2.5037677
0.6636625,0.928,1.0076741,1.0033675
0.78135,0.727,1.2434771,1.1351914
0.22615312,0.048,0.9997674,0.99944776
0.5737406,0.217,2.6460047,1.9752434
0.7886625,0.919,1.055171,1.0303053
0.9429156,0.893,1.2205889,1.1391596
0.1938875,0.955,0.9999295,1.0002272
0.0239125,0.231,1.0000356,0.99984294
0.061259374,0.524,1.0001298,1.0000921
0.4391344,0.385,1.1932735,1.0725113
0.47886562,0.959,0.9998427,0.9999187
0.25969374,0.827,0.99999446,1.0002048
0.88026875,0.009,3.968336,3.2345169
0.89092815,0.595,1.8004594,1.5326201
0.41864374,0.012,3.8852713,2.0240316
0.28052187,0.883,0.99998444,1.0002065
0.14929375,0.139,1.0001295,1.0000018
0.30479687,0.464,1.0002184,0.9999607
0.50005,0.13,3.027492,2.0568614
0.885025,0.683,1.529206,1.3332428
0.566575,0.637,1.0626048,1.0282773
0.22739375,0.495,1.0000811,1.0000985
0.32854062,0.426,1.0003396,1.0000193
0.5978125,0.434,1.5851231,1.3107027
0.86938435,0.665,1.5448183,1.3420888
0.102753125,0.699,1.0001025,1.0001493
0.5614687,0.79,1.0062053,1.0027713
0.0542375,0.581,1.0001248,1.000104
0.5118625,0.23,2.3471093,1.6953375
0.7999719,0.333,2.6174543,2.165887
0.84288126,0.164,3.3955061,2.8748584
0.23450938,0.083,1.0001695,0.99954325
0.13180313,0.226,1.0000191,0.99997604
0.29200625,0.871,1.0000057,1.0001962
0.8085688,0.478,2.023164,1.6833919
0.7021313,0.959,1.0109874,1.005837
0.60230315,0.427,1.6282235,1.3379437
0.083584376,0.843,1.0000349,1.0001509
0.760125,0.971,1.0252948,1.015191
0.48123437,0.646,1.0072429,1.0030612
0.4621625,0.962,0.9998597,0.99995023
0.27662188,0.831,1.0000124,1.000197
0.335525,0.159,1.754854,1.1660452
0.6570906,0.335,2.2384763,1.7743582
0.5322375,0.339,1.7701409,1.385524
0.8531125,0.738,1.3423988,1.2032458
0.9235188,0.345,2.8110125,2.4002848
0.370275,0.789,1.0001537,1.000067
0.02538125,0.356,1.0000609,0.9999518
0.48326874,0.493,1.0979434,1.0396329
0.358825,0.263,1.229425,1.062413
0.0396625,0.528,1.0001112,1.0000776
0.88049376,0.276,3.009424,2.56177
0.93736875,0.846,1.2802308,1.1734043
0.2403,0.378,1.000088,1.0000219
0.052325,0.168,1.0000615,0.99990183
0.26598126,0.347,1.0001527,0.9999559
0.45304376,0.059,3.4940445,2.099667
0.43464062,0.229,1.96979,1.3910338
0.20363125,0.327,1.0000017,1.0000134
0.26265937,0.275,1.0000869,0.9998941
0.75332814,0.644,1.3580494,1.2032074
0.32716876,0.535,1.0002216,0.9999626
0.58386874,0.765,1.0152212,1.0069096
0.36815313,0.073,3.1327531,1.6170188
0.42285624,0.207,2.0712595,1.4164994
0.0298125,0.676,1.000079,1.0000995
0.1980625,0.677,1.0000494,1.0001744
0.6447656,0.212,2.8601453,2.2256522
0.70710313,0.788,1.0780207,1.0382576
0.45042813,0.521,1.0289729,1.0107417
0.19476876,0.007,0.99929625,1.0001817
0.459425,0.737,1.0005103,1.0002744
0.70423436,0.575,1.4232001,1.237383
0.06358125,0.722,1.0000916,1.0001296
0.82869065,0.993,1.0536482,1.0353128
0.8711031,0.838,1.2030609,1.1179858
0.04333125,0.502,1.0001128,1.0000709
0.58582187,0.64,1.081138,1.0374808
0.518,0.613,1.03489,1.0148189
0.5829875,0.828,1.0059118,1.0024853
0.39434063,0.246,1.573236,1.1900612
0.7634031,0.489,1.8629905,1.5490435
0.85684687,0.603,1.6978171,1.4498038
0.85986876,0.22,3.199413,2.7205079
0.15946563,0.404,1.0000461,1.000061
0.8366719,0.109,3.5970237,3.0204442
0.13815,0.533,1.0001149,1.0001177
0.50441563,0.855,1.0003542,1.0001239
0.86513126,0.818,1.2231038,1.1293525
0.69385,0.97,1.0085042,1.0045786
0.65716875,0.606,1.2455215,1.1269486
0.12628125,0.495,1.0001172,1.0001016
0.7924844,0.399,2.3099093,1.905179
0.70923436,0.114,3.465006,2.7556968
0.71867186,0.499,1.7041811,1.4239024
0.80653435,0.425,2.2338986,1.8494338
0.8123906,0.776,1.2121639,1.1184189
0.48450312,0.627,1.0115883,1.0047649
0.8934562,0.221,3.2394507,2.7813077
0.66050315,0.865,1.0171406,1.0075268
0.23444687,0.361,1.0000691,1.0000165
0.4814031,0.699,1.0025322,1.0012069
0.27335313,0.731,1.0000783,1.0001701
0.33909687,0.791,1.0001423,1.0001177
0.85051876,0.233,3.1348455,2.6556978
0.09990625,0.524,1.0001372,1.0001074
0.8207312,0.72,1.3222286,1.1872194
0.796275,0.991,1.0373375,1.0239841
0.06751875,0.451,1.0001166,1.0000657
0.16846563,0.165,1.0000584,0.99996966
0.70890623,0.806,1.0668074,1.0324409
0.8163625,0.572,1.7026764,1.4456645
0.64443123,0.29,2.4350512,1.9083272
0.13297813,0.908,0.99997675,1.0001915
0.8528375,0.173,3.3719137,2.8647268
0.9363781,0.64,1.7578467,1.5083842
0.68420315,0.304,2.473587,1.9708765
0.2768531,0.942,0.99995583,1.0002191
0.6280031,0.275,2.4683666,1.9171317
0.7430437,0.076,3.6650198,2.9274096
0.7836094,0.866,1.0836527,1.043812
0.30717188,0.242,1.0305164,1.0056139
0.33340937,0.802,1.0001253,1.000131
0.019378126,0.088,1.0001016,0.9999394
0.1532,0.653,1.0000867,1.0001584
0.2581125,0.305,1.0001193,0.99993324
0.92695624,0.726,1.5028653,1.3201956
0.45461562,0.255,1.8980465,1.3837558
0.81577814,0.491,1.9907228,1.6605026
9.6875e-05,0.58,1.000054,1.0000486
0.0088125,0.519,1.0000725,1.0000381
0.9117375,0.141,3.540929,3.0577297
0.5849,0.341,1.9665061,1.5381769
0.7656625,0.083,3.649957,2.9557374
0.3926125,0.947,0.99999815,1.0000871
0.8215875,0.633,1.5305488,1.3253871
0.86838126,0.221,3.206947,2.7336955
0.14738125,0.486,1.000096,1.0000999
0.078053124,0.859,1.0000292,1.0001473
0.34958124,0.143,2.1098542,1.2783542
0.7036688,0.582,1.4030164,1.2248278
0.83010936,0.69,1.4037778,1.2410468
0.7292687,0.962,1.0170003,1.0095832
0.3156875,0.458,1.0001924,0.999937
0.43436876,0.184,2.3351924,1.5524887
0.93044686,0.456,2.3918567,2.0254965
0.13439688,0.065,1.00029,1.0001825
0.9400031,0.316,2.9499376,2.5376346
0.85841876,0.472,2.1686835,1.8146921
0.63047814,0.407,1.80783,1.4618824
0.8997844,0.55,1.9737313,1.6689978
0.5614219,0.04,3.7393298,2.5462112
0.38029063,0.3,1.2084413,1.0638222
0.54660624,0.092,3.3868883,2.3674476
0.29440624,0.88,1.0000036,1.0001963
0.7855688,0.399,2.2926788,1.8881285
0.4458125,0.987,0.9998819,0.99998283
0.7528688,0.133,3.4255908,2.7937803
0.7937437,0.384,2.3782241,1.9616717
0.09249687,0.113,1.0002041,1.0000368
0.24131562,0.66,1.0000708,1.0001634
0.751075,0.336,2.4903336,2.0306895
0.57250625,0.277,2.2779572,1.728676
0.89739376,0.46,2.3049269,1.9403591
0.3079125,0.404,1.0001774,0.9999348
0.8078312,0.594,1.6129732,1.380344
0.19515313,0.08,1.000025,0.99998665
0.4489125,0.481,1.0555801,1.0207655
0.07718437,0.754,1.0000802,1.000141
0.024296874,0.03,1.000208,1.0000814
0.23681563,0.73,1.0000327,1.0001873
0.498325,0.504,1.11051,1.0460471
0.6272625,0.235,2.689363,2.077455
0.59071565,0.202,2.7852232,2.0954654
0.08713125,0.008,1.0004687,1.000349
0.62051564,0.536,1.3222716,1.1653105
0.54516876,0.842,1.0017114,1.000668
0.17558438,0.473,1.0000672,1.0000956
0.48601875,0.383,1.3749624,1.1618971
0.792,0.542,1.7438734,1.4701182
0.20170625,0.93,0.999931,1.000226
0.12648125,0.358,1.0000486,1.0000353
0.4014875,0.547,1.0021039,1.0007702
0.23350312,0.695,1.0000486,1.0001776
0.10445625,0.899,1.0000007,1.0001705
0.135725,0.607,1.000114,1.0001411
0.788425,0.504,1.871674,1.5626166
0.5728344,0.875,1.0021526,1.0007273
0.33835626,0.738,1.0001878,1.0000911
0.13140625,0.901,0.99998105,1.0001898
0.9041625,0.026,3.9131305,3.2572863
0.55579686,0.614,1.0701892,1.0313768
0.39812812,0.849,1.000078,1.0000521
0.7639969,0.413,2.1763766,1.7862498
0.2306875,0.722,1.0000328,1.0001863
0.5521188,0.475,1.3016977,1.1430312
0.16080312,0.004,0.99951833,1.0003105
0.7855688,0.195,3.198435,2.654567
0.1649125,0.409,1.0000445,1.0000637
0.8946375,0.634,1.6865822,1.4480234
0.7057656,0.017,3.9177678,2.9404924
0.41974375,0.778,1.0000998,1.0000186
0.2734281,0.541,1.000172,1.0000817
0.5844625,0.805,1.0086317,1.0037879
0.42901874,0.725,1.000183,1.0000702
0.09914687,0.062,1.0003543,1.0001967
0.006140625,0.522,1.000069,1.0000358
0.49672812,0.07,3.469694,2.2513926
0.178175,0.045,0.99992126,1.0001457
0.5352687,0.405,1.479052,1.2299881
0.2828625,0.41,1.0001979,0.999971
0.40199062,0.446,1.0243025,1.0080297
0.171125,0.727,1.0000409,1.0001819
0.507375,0.472,1.1873147,1.0808573
0.5178625,0.64,1.02289,1.0098056
0.45406875,0.773,1.0002238,1.0001138
0.04355,0.98,1.0000024,1.0001135
0.4258125,0.674,1.0003797,1.000167
0.08735,0.59,1.000138,1.0001222
0.8816875,0.538,1.9748803,1.6656455
0.15366875,0.365,1.0000281,1.0000403
0.54760313,0.135,3.104555,2.217851
0.1720125,0.512,1.0000814,1.0001129
0.6738719,0.789,1.0516161,1.0243732
0.22643438,0.144,0.9999738,0.99982375
0.6339656,0.238,2.6901429,2.0860603
0.72340626,0.202,3.0683672,2.4821794
0.08742812,0.577,1.0001396,1.0001192
0.6816875,0.997,1.0058047,1.0031798
0.19447812,0.707,1.0000377,1.0001822
0.44903436,0.847,1.0000339,1.0000143
0.72660315,0.173,3.2108424,2.5985177
0.49578124,0.952,0.9998585,0.9998961
0.77870315,0.311,2.6694262,2.1972423
0.5881,0.392,1.7292179,1.3928385
0.4090125,0.962,0.999966,1.0000595
0.7801469,0.701,1.2885026,1.1625755
0.51789063,0.679,1.0120426,1.0053033
0.4334,0.586,1.0039982,1.0015521
0.45916563,0.024,3.796602,2.1967192
0.7723031,0.63,1.4318037,1.2525026
0.63504064,0.886,1.0079044,1.003204
0.8234375,0.52,1.9006908,1.5937389
0.2834,0.9,0.9999785,1.0002081
0.655925,0.303,2.3997047,1.8920792
0.53336877,0.439,1.3512435,1.164032
0.09644375,0.649,1.0001237,1.000138
0.20970625,0.072,0.9998946,0.9999342
0.38780314,0.775,1.0001432,1.0000333
0.3450094,0.742,1.0001903,1.0000819
0.6099844,0.327,2.1286497,1.6628213
0.5965969,0.191,2.866203,2.1604326
0.0164625,0.078,1.000113,0.9999535
0.6956969,0.986,1.0079582,1.0044819
0.6727469,0.309,2.4166393,1.9183301
0.51272815,0.108,3.2180111,2.1898084
0.06437188,0.981,0.99999845,1.0001366
0.27246875,0.559,1.0001642,1.0000933
0.93672186,0.287,3.0534012,2.6339133
0.5473656,0.272,2.2155263,1.661691
0.2309125,0.636,1.0000709,1.0001585
0.250825,0.06,1.068649,0.99912477
0.53479373,0.432,1.378926,1.1783489
0.8710469,0.887,1.1457285,1.0854326
0.95370936,0.264,3.160773,2.7448647
0.95743436,0.25,3.2149599,2.798537
0.32731876,0.746,1.0001676,1.0001135
0.5028812,0.489,1.1437073,1.0608773
0.01965625,0.013,1.0000998,1.0000817
0.8781625,0.393,2.5310943,2.128661
0.30463126,0.509,1.0002363,0.99999666
0.5526875,0.304,2.0465226,1.5627712
0.33754063,0.583,1.0002248,0.9999775
0.19757813,0.721,1.0000293,1.0001864
0.26020625,0.157,1.0033622,1.0000691
0.6012625,0.712,1.0430635,1.0198908
0.14594375,0.999,0.9999533,1.000209
0.10637187,0.09,1.0002784,1.0001066
0.79941565,0.733,1.2620534,1.1478084
0.3916125,0.678,1.0001438,0.9999879
0.95316875,0.576,2.001791,1.7033172
0.5747906,0.325,2.0141308,1.560926
0.122284375,0.413,1.0000846,1.0000641
0.6628219,0.048,3.749987,2.8089972
0.87539375,0.634,1.644856,1.4143869
0.25483125,0.078,1.0562228,1.0005399
0.75016874,0.569,1.5518544,1.3281058
0.38525,0.554,1.0006518,1.0002043
0.79081875,0.473,1.9974988,1.6580307
0.156775,0.882,0.9999697,1.0002025
0.14292188,0.795,1.0000255,1.0001835
0.12833124,0.957,0.9999673,1.0001928
0.30730313,0.355,1.0004131,1.0000343
0.026659375,0.596,1.0000914,1.0000845
0.604025,0.102,3.404587,2.5187464
0.44640937,0.18,2.4323895,1.6227733
0.6274812,0.633,1.1465425,1.071683
0.57808435,0.743,1.0184503,1.0084155
0.60578436,0.413,1.698576,1.3820337
0.69497186,0.352,2.265924,1.8195978
0.53639376,0.047,3.6759584,2.451665
0.480125,0.281,1.8624674,1.3931607
0.9279094,0.733,1.4878616,1.3098162
0.47144374,0.517,1.0537218,1.0209926
0.7530594,0.398,2.2131464,1.8100889
0.93988127,0.227,3.2742503,2.8442073
0.70206565,0.426,1.9474057,1.5885117
0.9549219,0.128,3.613406,3.1528773
0.102040626,0.687,1.0001076,1.000147
0.32498437,0.657,1.0002261,1.0000633
0.95066875,0.7,1.6150845,1.4039469
0.5528344,0.418,1.4922578,1.2430161
0.30238438,0.921,0.9999889,1.000199
0.78933436,0.846,1.1043882,1.0551345
0.19394687,0.17,1.0000328,0.9999369
0.43895,0.215,2.1048496,1.4572778
0.21853438,0.077,0.9997801,0.9998486
0.226475,0.719,1.0000324,1.0001862
0.23798437,0.268,1.0000691,0.9999364
0.81768435,0.694,1.3711622,1.218373
0.3618875,0.45,1.0025363,1.0008125
0.8766781,0.799,1.2687954,1.1586055
0.95526874,0.706,1.6081054,1.3995026
0.050165623,0.374,1.0000757,1.0000036
0.0053375,0.748,1.0000261,1.0000772
0.261525,0.248,1.0000578,0.9998707
0.019403124,0.543,1.0000858,1.0000619
0.3384719,0.734,1.0001911,1.0000886
0.36630937,0.169,1.9868855,1.2829753
0.4374375,0.471,1.0485954,1.0176578
0.043546874,0.82,1.0000414,1.0001167
0.6967875,0.403,2.033082,1.6479205
0.41913438,0.492,1.0177276,1.006121
0.522925,0.566,1.0748534,1.0320946
0.35501876,0.727,1.0002003,1.0000545
0.25156564,0.446,1.0001249,1.0000532
0.7138187,0.201,3.0563118,2.4616082
0.20365626,0.779,0.9999976,1.0002007
0.102928124,0.439,1.0001105,1.0000738
0.87451565,0.885,1.1513884,1.0889841
0.66155,0.935,1.0066633,1.0029247
0.20380312,0.681,1.000047,1.0001761
0.126,0.577,1.000125,1.0001302
0.9268531,0.456,2.3842695,2.017776
0.16062813,0.562,1.0000967,1.0001314
0.26289687,0.685,1.0000889,1.000161
0.76397187,0.594,1.5107534,1.3031368
0.13732812,0.085,1.0002584,1.0001143
0.5396719,0.63,1.0425161,1.0186142
0.58095,0.317,2.0804777,1.6081274
0.69184375,0.813,1.0505322,1.0239372
0.9321625,0.753,1.449463,1.2837545
0.67494065,0.434,1.8321892,1.4969444
0.3657719,0.59,1.0001647,0.9999567
0.67605,0.74,1.0879704,1.0429795
0.030484375,0.373,1.0000681,0.99997526
0.77414685,0.708,1.2650955,1.1477747
0.3744594,0.078,3.100118,1.6384392
0.1951375,0.55,1.0000747,1.0001296
0.52777815,0.796,1.002151,1.0009855
0.83631563,0.449,2.207676,1.83917
0.1863875,0.04,0.9998109,1.0001336
0.08139688,0.094,1.0002364,1.0000695
0.3134625,0.684,1.0001932,1.0001018
0.06146875,0.784,1.0000633,1.0001315
0.42661563,0.892,0.9999928,1.0000206
0.5866375,0.391,1.7284954,1.3917059
0.28216875,0.281,1.0002879,0.99995667
0.11349375,0.113,1.0002186,1.0000511
0.848875,0.083,3.6995676,3.0994132
0.09972812,0.263,1.0000257,0.99997514
0.35375312,0.664,1.0002168,1.0000099
0.53627187,0.365,1.6570011,1.3254704
0.25964686,0.068,1.1726573,1.0039601
0.44559062,0.909,0.9999447,0.9999929
0.08602188,0.237,1.00003,0.9999531
0.3517875,0.139,2.181787,1.3023127
0.92468125,0.528,2.1088111,1.7841259
0.59865624,0.163,3.0377374,2.2805717
0.7894969,0.818,1.1311252,1.0698824
0.46172813,0.596,1.0099591,1.0038953
0.6467406,0.86,1.0143081,1.0061737
0.26524374,0.929,0.99994993,1.0002221
0.0323875,0.207,1.0000353,0.99985355
0.94509685,0.732,1.5223215,1.3363091
0.23576875,0.291,1.000066,0.9999615
0.22358125,0.51,1.0000782,1.0001073
0.2564844,0.924,0.99994534,1.000224
0.76439685,0.193,3.1761374,2.6143668
0.0534625,0.868,1.0000271,1.0001259
0.0346125,0.953,1.0000035,1.0001038
0.8438219,0.298,2.856901,2.4013615
0.030075,0.712,1.0000683,1.0001024
0.6581,0.604,1.251414,1.1303196
0.919625,0.714,1.5183811,1.3301591
0.11956875,0.496,1.0001221,1.0001011
0.8070344,0.952,1.0514823,1.0308853
0.05766875,0.401,1.0000914,1.00003
0.5613156,0.457,1.3830996,1.1871504
0.743725,0.919,1.0321707,1.0166218
0.42120624,0.733,1.000136,1.000033
0.3059875,0.368,1.0002484,0.999972
0.45446563,0.138,2.823025,1.8289251
0.66885626,0.243,2.7500432,2.1706111
0.25474375,0.348,1.0001287,0.9999792
0.79237187,0.637,1.4567838,1.271532
0.047628123,0.117,1.000115,0.99995184
0.18788438,0.509,1.0000712,1.0001122
0.7872437,0.293,2.7688,2.287839
0.76238126,0.535,1.6929659,1.4271499
0.16039374,0.208,1.0000129,0.9999719
0.08126875,0.27,1.0000309,0.99996394
0.77147186,0.72,1.2395957,1.1321812
0.22136874,0.37,1.00004,1.0000318
